id,title,image_link,country,years,director_description,leader,star,description,all_tags,imdb,language,time_length,Unnamed: 13
198,Django Unchained Django Unchained,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1959232369.jpg,USA,2013-05-12(中国大陆),quentin tarantino,"['Jamie Foxx', 'Leonardo DiCaprio', 'Christoph Waltz', 'Samuel L. Jackson', 'Kerry Washington', 'Walton Goggins', 'Dennis Christopher', 'Jonah Hill', 'James Remar', 'Amber Tamblyn', 'Franco Nero', 'Robert Carradine', 'Zoe Bell']",8.7,"1858, two years before the American Civil War. German bounty hunter Kim Schultz (Christoph Waltz) buys the black slave Django (Jamie Foxx) from a slave trader and allows him to regain his freedom. Schultz actually wanted to train Django to be a lawless bounty hunter who would hunt down various wanted criminals in exchange for rewards. Django's only condition is to rescue his wife Broomhilda (Kerry Washington) from the cruel candy manor owner Calvin Candy (Leonardo DiCaprio). This film is Tarantino's tribute to the 1966 classic Italian Western ""Diego"" directed by Sergio Corbusi.
                                        
                                    The genius director Quentin has been sharpening his skills for three years and has produced another masterpiece after ""Inglourious Basterds"". This film continues Quentin's consistent low-key and luxurious style, with whimsical humor elements and bloody and wild action scenes everywhere. It also has powerful group scenes and a luxurious cast, making it full of attractions.
                                        
                                    ""Django Unchained"" won the 85th Oscars...",Drama/Action/Western/Adventure,https://www.imdb.com/title/tt1853728,English / French / German,163分钟(中国大陆),
199,The Bourne Ultimatum,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,USA/Germany,2007-11-15(中国大陆),Paul Greengrass,"['Matt Damon', 'Julia Stiles', 'David Strathairn', 'Scott Glenn', 'Paddy Considine', 'Edgar Ramirez', 'Albert Finney', 'Joan Allen', 'Tom Gallop', 'Kerry Johnson', 'Daniel Brühl', 'Joy Ansah', 'Colin Stinton', 'Dan Fredenberg', 'Lucy Liemann']",8.8,"After losing his beloved woman, Bonn (played by Matt Damon) is facing a more difficult life. He tries to remember, but he can only be awakened by flashbacks that he barely understands in his sleep, and he still cannot remember his identity.
                                    
                                But Bonn is not destined to be an ordinary person. Before he can calm down and ""find"" his true identity, the killers sent by the CIA come one after another. After several consecutive battles, Jason Bourne was finally completely irritated and decided to fight back - he took the initiative to pursue the killer and traveled to Moscow and Madrid. Paris, and also made stops in London and Tangier.
                                    
                                As the problems are solved one by one, Jason returns to New York, where he will find all the answers and regain his identity.",Action/Suspense/Thriller,https://www.imdb.com/title/tt0440963,English / French / Arabic / Russian / Spanish,115分钟,
200,The Godfather: Part Ⅱ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2194138787.jpg,USA,1974-12-12(纽约首映),Francis Ford Coppola,"['Al Pacino', 'Robert Duvall', 'Diane Keaton', 'Robert De Niro', 'John Keizer', 'Talia Shire', 'Lee Strasberg', 'Michael V. Gozo', 'G.D. Spradlin', 'Richard Bright', 'Gaston Mosin', 'Tom Rosqui', 'Bruno Kirby', 'Frank Silvero', 'Francesca De Savio', 'Morgana Gold', 'Mariana Hill', 'Leopoldo Triesti', 'Dominique Chanis', 'Amerigo Tot', 'Troy Donahoo', 'John Aprea', 'Joe Spinel', 'Abe Vigoda', 'Gianni Russell', 'Maria Carta', 'Faye Spann', 'Harry Dean Stanton', 'Cami Caridi', 'Danny Aiello', 'William Powers', 'Joseph de la Salte', 'Carmen Argenziano', 'Joe Lo Grip', 'Ezio Flagello', 'Catherine Belle', 'Saveria Mazzola', 'Tito Alba', 'Peter Donat', 'Tom Dahlgren', 'Phil Feldman', 'Roger Corman', 'Ivan Cole', 'Erica Yorn', 'Teresa Tirelli', 'James Caan', 'Italia Coppola', 'Roman Coppola', 'Sofia Coppola', 'Julie Gregg', 'George Holmes', 'Buck Houghton', 'Shep Houghton', 'Kosugi Shoichi', 'Gary Kurtz', 'Laura Lyons', 'Richard Matheson', 'John Megenna', 'Harrison Ressler', 'Al Roberts', 'Hank Robinson', 'Filomena Spagnuolo']",9.2,"Michael (Al Pacino) is the leader of the Corleone family of the American mafia. Michael's father, Vito Andolini (played by Robert De Niro), was born in the Italian town of Corleone. In 1901, Vito's father Antonio, brother Paul, and mother (played by Maria Cata) all died at the hands of the Mafia Ciccio family. 9-year-old Vito had no choice but to flee across the ocean to the United States to make a living. Upon entry, the customs officer (played by Richard Watson) registered his name as Vito Corleone. In 1958, Michael held a First Communion party for his son Anthony (played by James Gounaris), but he did not want to be assassinated that night. Michael escaped by chance, but the two killers were silenced. How does Vito survive in a foreign country? Can the blood feud he bears be avenged? Who wants Michael's life? Who was it that silenced the killer?",Drama/Crime,https://www.imdb.com/title/tt0071562,English / Italian / Spanish / Latin / Sicilian,202分钟,
201,The Lord of the Rings: The Two Towers The Lord of the Rings: The Two Towers,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p909265336.jpg,USA / New Zealand,2003-04-25(中国大陆),peter jackson,"['Elijah Wood', 'Sean Astin', 'Dominic Monaghan', 'Orlando Bloom', 'Viggo Mortensen', 'Ian McKellen', 'Cate Blanchett', 'Billy Boyd', 'Jade Brophy', 'Liv Tyler', 'Andy Serkis', 'Miranda Otto', 'Hugo Weaving', 'Brad Dourif', 'Callum Gittins', 'Bernard Hill', 'Bruce Hopkins', 'Christopher Lee', 'Nathaniel Lees', 'Robin Malcolm', 'John Bassey', 'Sarah Baker', 'Craig Parker', 'Bruce Phillips', 'Robert Pollock', 'John Rhys-Davies', 'Olivia Tané', 'Karl Urban', 'Stephen Urie', 'David Wenham', 'Philip Grieve', 'Sean Bean', 'John Noble', 'Jarl Benzon', 'Jørn Benzon', 'Ben Britton', 'Alistair Browning', 'Sean Button', 'Robert Catto', 'Rodney Cook', 'Carlos Drinkwater', 'Theo Shafowa', 'Ben Fransham', 'Jonathan Harding', 'Lucas Hayward', 'Dan Hanna', 'Paul Holmes', 'Jason Hodder', 'Peter Jackson', 'Sam Kelly', 'Sandro Kopp']",9.1,"While the second part continues the style of the first part, the story presents a multi-line development pattern, making the plot more enjoyable to watch.
                                        
                                    At the end of the first part, after Boromir was killed by the orcs, two hobbits, Pippin and Merry, were also kidnapped by the orcs. Aragorn, the elf Legolas (played by Orlando Bloom), and the dwarf Gimli tracked the orcs, rescued Pippin and Merry, and met the ""resurrected"" white-robed wizard Gandalf (played by Ian McKellen). At this time, Saruman, the white-robed wizard who surrendered to Sauron, controlled the king of the human kingdom of Lohan and sent a large number of orc troops to prepare to destroy humans. Aragorn, Legolas and Jinli, under the leadership of Gandalf, helped the Kingdom of Lohan fight the invasion of evil forces.
                                        
                                    Fortunately, Pippin and Merry were rescued by the talking dryad and met the ""resurrected"" Gandalf. Under Gandalf's instruction, the dryad protected the safety of the two and took them to the dryad conference. At the conference, the dryads discussed their attitude towards the war in Middle-earth: should they continue to be neutrals and accept the situation, or should they rise up and resist?
                                        
                                    Frodo (Elijah Wood) and Sam, who are burdened with heavy responsibilities, continue to move towards the Mountains of Doom. They are followed by Gollum along the way. Frodo relies on...",Drama/Action/Fantasy/Adventure,https://www.imdb.com/title/tt0167261,English / Sindarin / Old English,179分钟,
202,The Lion King The Lion King,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2277799019.jpg,USA,1995-07-15(中国大陆),Roger Allers,"['Jonathan Taylor Thomas', 'Matthew Broderick', 'Jeremy Irons', 'James Earl Jones', 'Moira Kelly', 'Nathan Lane', 'Nikita Karam', 'Ernie Sabella', 'Whoopi Goldberg', 'Rowan Atkinson']",9.0,"Simba is the little prince of the Lion Kingdom, and his father Mufasa is a majestic king. However, Uncle Scar has been coveting Mufasa's throne for a long time.
                                    
                                To sit on the throne, Scar must get rid of the little prince. Therefore, Scar used various excuses to let Simba go out, and then waited for an opportunity to kill, but Mufasa came to rescue him immediately. After repeated calculations, Mufasa died tragically at the hands of Scar. Scar persuaded Simba to leave with ulterior motives, and on the one hand, he sent people to drive him away and kill him.
                                    
                                During his escape, Simba met the witty Timon and the kind-hearted Peng Peng. They raised Simba to grow into a majestic lion and encouraged him to return to the forest to restore his country. In the ensuing struggle to restore the country and save the people, Simba truly grew into a strong man and understood the true meaning of responsibility.",Animation/Song and Dance/Adventure,https://www.imdb.com/title/tt0110357,English / Swahili / Xhosa / Zulu,89 分钟,
203,Havoc in Heaven,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2184505167.jpg,Chinese mainland,1961(中国大陆),Wan Laiming,"['Qiu Yuefeng', 'Furunsheng', 'Bike', 'Shanghua', 'Yu Ding', 'Li Zi', 'Liu Guangning']",9.3,"It is said that there is a Huaguo Mountain in the Aolai Kingdom of the East. There is a stone monkey on the mountain that absorbs the essence of the sun and the moon and transforms into a divine monkey (voiced by Qiu Yuefeng), who leads the descendants of monkeys in the mountain. In order to obtain a desirable treasure, the monkey god Sun Dasheng sneaked into the Dragon Palace and begged for the Ruyi Golden Cudgel, the divine needle used by Dayu to control the floods. The Dragon King of the East China Sea (Bi Keyin) was unwilling, so God brought the matter to the attention of the Jade Emperor (Fu Runsheng). The Jade Emperor ordered Taibai Jinxing (Shang Huayin) to go down to the realm to recruit people and promised him a title. Sun Dasheng, who was not aware of the fraud, went happily, but found that it was only Bi Mawen who was responsible for raising horses. After learning that he had been deceived, the Monkey King returned to heaven and started a battle with the heavenly soldiers and generals in Huaguo Mountain...
                                    
                                The film was adapted from a story in the classic ""Journey to the West"" and took four years to create. It won the Special Short Film Award at the Karlovy Vary International Film Festival in Czechoslovakia in 1962, the Outstanding Film Award at the London International Film Festival in 1978, the third prize at the 4th International Children's Film Festival in Ecuador in 1982, and the Best Art Film Award at the 2nd Chinese Film ""Hundred Flowers"" Award"".",Animation/Fantasy,https://www.imdb.com/title/tt0059855,Mandarin Chinese,114分钟,
204,Eavesdropping Storm Das Leben der Anderen,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1808872109.jpg,Germany,2006-03-23(德国),Florian Henckel von Donnersmarck,"['Ulrich Mühe', 'Martina Gedeck', 'Sebastian Koch', 'Ulrich Tukur', 'Thomas Timme', 'Hans-Uwe Bauer', 'Wokmar Kleinert', 'Matthias Brenner', 'Charlie Harner', 'Herbert Knaup', 'Bastian Trost', 'Marie Gruber', 'Werner Dehn', 'Martin Brammacher', 'Thomas Arnold', 'Sennacher Schoenemann', 'Ludwig Blokberg', 'Michael Gerber', 'Gita Schweighof', 'Hildegard Schroeder', 'Iga Birkenfeld', 'Kay Ivo Paulitz', 'Klaus Munster']",9.1,"In East Germany in 1984, the entire society was shrouded in the high-pressure rule of the National Security Agency. Agent Weismann (played by Ulrich Muhe) was ordered to monitor the lives of playwright Dreimann (played by Sebastian Couch) and his girlfriend, actress Christina (played by Martina Jedik). During the surveillance process, Weismann gradually became interested in the lives of this family and began to secretly help them. An article published in the West German ""Der Spiegel"" newspaper attracted the attention of the head of the secret service. They believed that the article was written by Dreimann and arrested Christina, hoping to get her husband's secrets from her? And it was Weissman who interrogated Christina...",Drama/Suspense,https://www.imdb.com/title/tt0405094,German,137分钟,
205,The Lord of the Rings: The Fellowship of the Ring,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1354436051.jpg,New Zealand / United States,2002-04-04(中国大陆),peter jackson,"['Elijah Wood', 'Sean Astin', 'Ian McKellen', 'Orlando Bloom', 'Viggo Mortensen', 'Dominic Monaghan', 'Billy Boyd', 'Christopher Lee', 'Marton Cocks', 'Megan Edwards', 'Ian Holm', 'Michael Elsworth', 'Cate Blanchett', 'Alan Howard', 'Mark Ferguson', 'Sean Bean', 'Sarah Baker', 'Noel Appleby', 'Lawrence MacAurey', 'Andy Serkis', 'Peter McKenzie', 'Sarah McLeod', 'Ian Mooney', 'Craig Parker', 'Cameron Lord', 'John Rhys-Davies', 'Martyn Sanderson', 'Harry Sinclair', 'Liv Tyler', 'David Weatherall', 'Hugo Weaving', 'Philip Grieve', 'William Johnson', 'Elizabeth Moody', 'Brian Sergent', 'Gino Acevedo', 'Jarl Benzon', 'Jørn Benzon', 'Ben Britton', 'Jed Brophy', 'Norman Cates', 'Randall William Cook', 'Sabian Crosson', 'Theo Shafowa', 'Ben Fransham', 'Jonathan Harding', 'Taea Hartwell', 'Peter Jackson', 'Sam Kelly', 'Alan Lee']",9.0,"Bilbo Baggins is a hobbit who is over 100 years old and lives in his hometown of Shire. He is adventurous by nature. During an adventure when he was young, he obtained the Supreme Lord of the Rings from the monster Gollum. This ring was the Supreme Lord of the Rings made by the Dark Lord Sauron. It possesses the evil power to enslave the world and can command several other rings of power. In the battle between the Human Alliance and the Orc army 3,000 years ago, the Alliance won the victory. , and got the Supreme Lord of the Rings. After thousands of years, the Lord of the Rings fell into the hands of Gollum and was accidentally obtained by Bilbo.
                                        
                                    Because of spending time with the Lord of the Rings, Bilbo's psyche was also affected. At his 111th birthday party, he decided to leave everything to his nephew Frodo (played by Elijah Wood) and continue taking risks.
                                        
                                    Bilbo's good friend Gandalf the Gray (Ian McKellen) knows the secret of the Lord of the Rings. At the same time, the Dark Lord Sauron already knows that his Lord of the Rings is in the hands of the Hobbits. Sauron is rebuilding the fortress of Barad-Door, gathering countless orcs, and preparing to seize the Lord of the Rings with an army and conquer the world.
                                        
                                    Gandalf persuaded Frodo to escort the Lord of the Rings to the Elven Kingdom of Ravenhill. Frodo met his good friends Sam, Pippin and...",Drama/Action/Fantasy/Adventure,https://www.imdb.com/title/tt0120737,English / Sindarin,178分钟,
206,"Lock, Stock and Two Smoking Barrels",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg,U.K.,1998-08-28(英国),Guy Ritchie,"['Jason Fleming', 'Dexter Fletcher', 'Nick Moran', 'Jason Statham', 'Steven McIntosh', 'Sting', 'Vinnie Jones']",9.1,"Eddie (Nick Moran) has quick thinking and is a master of playing cards. With the support of three friends, Eddie took a huge sum of money to participate in the high-stakes gambling game of the underworld. He did not want to fall into the trap and owed a gambling debt of 500,000. In order to pay off gambling debts, Eddie and his friends racked their brains and finally counted on a group of drug dealers and purchased two old-fashioned pipes for the robbery.
                                    
                                Unexpectedly, this group of restless drug dealers were thinking about their drug supplier's money and carried out a robbery on the same day. After the drug dealers went through all the trouble and got the neat money from the drug suppliers, Eddie and the others were lucky enough to enjoy it. But they don't know that behind this seemingly simple robbery, there are more powerful characters involved. The two broken pipes in their hands also hide many stories.
                                    
                                Can they escape from the whirlpool of ignorance and recklessness? The hilarious incidents are interspersed with the poignant humor of little people and big people.",Drama/Comedy/Crime,https://www.imdb.com/title/tt0120735,English,107分钟,
207,Cat and Mouse Game Catch Me If You Can,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,United States / Canada,2003-04-11(中国大陆),Steven Spielberg,"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken', 'Martin Sheen', 'Amy Adams', 'Jennifer Garner', 'Elizabeth Banks', 'Natalie Bay', 'James Brolin', 'Ellen Pompeo', 'Nancy Lenehan', 'Brian Howey', 'Frank John Hughes', 'Chris Ellis']",9.0,"Frank (Leonardo DiCaprio) is the FBI's youngest wanted fugitive in history. His criminal skills are vast and his ability to disguise his identity is extraordinary. His criminal footprints are almost everywhere in the United States. Pretending to be a doctor, a lawyer, or a pilot are all his former identities. Of course, Frank used this ""skill"" to defraud millions of dollars.
                                        
                                    Frank, who was living happily, successfully forged an academic certificate this time and went to the hospital to become a doctor. Not only did Frank meet nurse Breda (Amy Adams) here, and the two fell in love, he also got a job as a prosecutor's assistant through Breda's father. However, this was only the night before the storm - a pair of eyes had been fixed on Frank and vowed to bring him to justice. This is FBI agent Carl (played by Tom Hanks).
                                        
                                    In the process of researching the hunt for Frank, Carl learned about the extraordinary IQ of this criminal genius. He was repeatedly teased by Frank, a yellow-haired boy, and felt both hatred and admiration. Whenever Frank escapes from his...",Drama/Biography/Crime,https://www.imdb.com/title/tt0264464,English/French,141 分钟,
208,A Beautiful Mind A Beautiful Mind,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1665997400.jpg,USA,2001-12-13(加州首映),Ron Howard,"['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Christopher Plummer', 'Paul Bettany', 'Adam Goldberg', 'Josh Lucas', 'Anthony Rapp', 'Jason Gary-Stanford', 'Judd Hirsch', 'Austin Pendleton', 'Viv Cardenny', 'Jili Simon', 'Victor Steinbach', 'Tanya Clark', 'Roy Sinise', 'Cheryl Howard', 'Lance Howard', 'Jane Jenkins', 'Josh Pass', 'Valentina Cardinali', 'Tigre F. Bergery', 'Michael Esper', 'Amy Waltz', 'Ed Jupp Jr.', 'Cara Ochigrosso', 'Sterio Savant', 'Michael Abbott', 'Reggie Austin', 'Cade Buettner', 'Richard Bryant', 'Dan Chen', 'Jonah Falcon', 'Fabrizio Fante', 'Scott Feinstrom', 'Michael Fiore', 'Seth Gabel', 'Evan Hart', 'Jason Horton', 'Bryce Dallas Howard', 'Ron Howard', 'Dorie Manzoll', 'Robert Myers', 'Reed Penny', 'Mills Pierre', 'Shaun Reid']",9.0,"This film is a biopic about the great 20th century mathematician John Forbes-Nash Jr.
                                    
                                When John Forbes-Nash Jr. (Russell Crowe) was a graduate student, he published the famous game theory. Although the theory was only 26 pages long, it had a profound impact on economics, military and other fields. But just when John Forbes-Nash Jr. became famous internationally, his outstanding intuition was troubled by schizophrenia. However, this did not stop him from marching to the top academic level. With the encouragement and help of his beloved wife Alicia (Jennifer) Connelly), he walked slowly but never stopped. In the end, with more than ten years of unremitting efforts and tenacious will, he got what he wanted.",Drama/Biography,https://www.imdb.com/title/tt0268978,English,135分钟,
209,diet for men and women diet for men and women,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910899751.jpg,Taiwan / United States,1994-08-03(美国),Ang Lee,"['Lang Xiong', 'Yang Guimei', 'Wu Qianlian', 'Wang Yuwen', 'Zhang Sijia', 'Gui Yalei', 'Zhao Wenxuan', 'Chen Zhaorong', 'Chen Jiewen', 'Lu Jincheng', 'Tang Yuqian', 'Hong Qide', 'Wang Rui', 'Du Mansheng', 'Wang Jue', 'Chen Yu', 'Zuo Zhengfen', 'Xu Jingmin', 'Nie Zhuojing', 'Ding Zhong']",9.1,"After Lao Zhu (Lang Xiong), the only remaining master of Chinese cuisine in Taiwan, retired, he gradually experienced many embarrassments of old age: the sumptuous dishes he painstakingly prepared every Sunday were not attractive enough to attract his three daughters (Yang Guimei, Wu Qianlian, and Wang Yuwen) to the dinner table. Now that they have grown up, they have hidden many more important things in their hearts than eating with their father; the sudden death of a long-time friend has left him with a gap in friendship; and for the chef, the loss of the most important sense of taste has completely pushed him to the bottom of his life.
                                    
                                Although the three daughters were busy with their own affairs, they were also worried about Lao Zhu's later life and planned to find a wife for him. However, they did not expect that Lao Zhu had already quietly talked about ""twilight love"". After the surprise, Lao Zhu's most valued second daughter, Jia Qian, who inherited his talent for cooking, gained a new understanding of her father and her relationship with him because of her own life experiences. For Lao Zhu, an even bigger surprise was yet to come.",Drama/Family,https://www.imdb.com/title/tt0111797,Chinese Mandarin / Hokkien / Hunan,124分钟,
210,The Pianist,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792376093.jpg,France / Germany / United Kingdom / Poland,2002-05-24(戛纳电影节),Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann', 'Emilia Fox', 'Michel Rzebrowski', 'Ed Stoppard', 'Maureen Lipman', 'Frank Finlay', 'Julia Renner', 'Jessica Kate Meyer', 'Richard Ridings']",9.2,"Spielman (Adrien Brody) is a pianist at a Polish radio station. When World War II was about to break out, the family was forced into the Jewish Ghetto in Warsaw. In the ups and downs of the war, his family and relatives were eventually killed by the Nazis, and Biaoman himself suffered all kinds of humiliation and torture. Fortunately, he got help from a friend and found a temporary hiding place. The war became more intense, and his friends had to leave him behind and return to his hometown to find a safe place to raise their children. At this time, Spielman was suffering from a serious illness, but he still had to flee during the search. In the attic of the ruins he met a German officer, and at the officer's request he played piano music. The beautiful sound of the piano made the German officer feel compassion. He secretly helped Biaoman until the Russian army liberated Poland...
                                    
                                The film is adapted from the autobiographical novel ""Dead City"" by Polish pianist Wladyslaw Szpilman.",Drama/Music/Biography/History/War,https://www.imdb.com/title/tt0253474,English / German / Russian,150分钟,
211,The Matrix,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p451926968.jpg,USA/Australia,1999-03-31(美国),Lily Wachowski,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Gloria Foster', 'Joe Pantoliano', 'Marcus Chung', 'Julian Alahanga', 'Matt Dolan', 'Belinda McCrory', 'Anthony Ray Peck', 'Robert Taylor', 'Ada Nicodemo', 'Rowan Waite', 'Tamara Brown', 'Natalie Tjen', 'Bill Young', 'Chris Scott', 'Nash Edgerton']",9.0,"In the near future, cyber hacker Neo (played by Keanu Reeves) has doubts about this seemingly normal real world. He met the hacker Trinity (played by Carrie-Anne Moss) and met the leader of the hacker organization Morpheus (played by Laurence Fishburne). Morpheus told him that the real world is actually controlled by a computer artificial intelligence system called the ""Matrix"". People are like the animals they raise, without freedom and thought, and Neo is the savior who can save mankind.
                                    
                                However, the road to redemption is never smooth sailing. Where is the real world? How can we defeat those superhuman agents? Is Neo the hope of mankind? This is the empire of hackers, and programs and codes welcome everyone. .",action/sci-fi,https://www.imdb.com/title/tt0133093,English,136分钟,
212,One Flew Over the Cuckoo's Nest,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792238287.jpg,USA,1975-11-19(美国),Milos Forman,"['Jack Nicholson', 'Danny DeVito', 'Christopher Lloyd', 'Louise Fletcher', 'Will Samson', 'Ted Markland', 'Brad Dourif', 'Scatman Crosos', 'Michael Berryman', 'Peter Brocco', 'Muwako Kambuka', 'William Dahl', 'Josip Alik', 'Sidney Lasker', 'Kay Lee', 'Dwight Marfeld', 'Louisa Moritz', 'William Redfield', 'Philip Roth', 'Mimi Sachshine', 'Vincent Scavelli', 'Meese Small', 'Dross V. Smith']",9.1,"In order to escape forced labor in prison, McMurphy (Jack Nicholson) pretended to be mentally abnormal and was sent to a mental hospital. His arrival brought a violent impact to the lifeless mental hospital.
                                    
                                Mike's request to watch the television broadcast of the baseball game challenged the hospital's strict management system, and was obstructed by head nurse Rachel (Louise Fletcher) in every possible way; Mike took the patients out to sea to fish, which boosted their spirits, but caused the hospital a hospital headache. In order to punish Mike for his audacity and repeated violations of hospital rules, the decided to keep him in the lunatic asylum forever. Mike, who was born free, could no longer bear the life in the asylum. He teamed up with his fellow patients, the tall Indian ""Chief"", to start his own plan: fly over the asylum.
                                    
                                The film won five awards at the 48th Academy Awards in 1975: Best Picture, Best Actor, Best Actress, Best Director and Best Adapted Screenplay. The protagonist's spirit of ""Give me freedom or give me death"" still has great practical significance in today's society.",plot,https://www.imdb.com/title/tt0073486,English,133分钟,
213,V for Vendetta V for Vendetta,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1465235231.jpg,USA/UK/Germany,2005-12-11(BNAT电影节),James McTeigue,"['Natalie Portman', 'Hugo Weaving', 'Stephen Rea', 'Stephen Fry', 'John Hurt', 'Tim Piggott-Smith', 'Rupert Graves', 'Roger Allam', 'Ben Miles', 'Sinead Cusack', 'Natasha Whiteman', 'John Standing', 'Eddie Marsan', 'Cliff Ashburn', 'Emma Field-Rayner', 'Ian Burfield', 'Mark Phoenix', 'Alister Mazzotti', 'Billie Cook', 'Guy Henry', 'Cosma Shaw', 'Megan Gay', 'Roderic Culver', 'Tara Hacking', 'Andy Leshlitz', 'Chad Stahelski', 'Bradley Steve Ford', 'Madeline Rakic-Pratt', 'Selena Giles', 'Carsten Hayes', 'Imogen Poots', 'Laura Greenwood', 'Kyra Meyer', 'Mary Shockley', 'Richard Lane', 'Michael Simkins']",8.9,"The future British society will be under the high pressure of totalitarian rule and cannot tolerate the existence of social roles such as homosexuals and pagans. The people are lingering under the dark regime.
                                    
                                This night, the young woman Ivy (Natalie Portman) is in danger, but fortunately V (Hugo Weaving) comes to her rescue. V is a mysterious man who always wears a mask, possessing high IQ and extraordinary combat power. V inherited the mission of the former revolutionary hero. In order to overthrow the absurd totalitarian ruling class, he established a mysterious underground organization, destroyed London's iconic buildings, and ignited the raging fire of anti-government.
                                    
                                Ivy had in-depth contact with V, and not only learned about V's mysterious mission, but also gradually discovered that her own life experience destined her and V to be on the same side.",Drama/Action/Science Fiction/Thriller,https://www.imdb.com/title/tt0434409,English,132分钟,
214,The Curious Case of Benjamin Button,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192535722.jpg,USA,2008-12-25(美国),david fincher,"['Cate Blanchett', 'Brad Pitt', 'Julia Ormond', 'Fanny A. Chambers', 'Elias Koteas', 'Jason Fleming', 'David Janssen', 'Tilda Swinton', 'Elle Fanning', 'Joanna Seyler', 'Josh Stewart', 'Danny Vinson', 'Taraji P. Henson', 'Mahershala Ali', 'Fiona Hale', 'Donna Duplantier', 'Lance E. Nichols', 'Ted Manson', 'Clay Cullen', 'Phyllis Somerville', 'Jared Harris', 'Madison Beatty', 'Tom Everett', 'Christopher Maxwell', 'Elijah Warwick']",8.9,"Hurricane is hitting New Orleans, USA. A critically ill old woman opened her sleepy eyes. The old woman's name is Daisy (Cate Blanchett), and she asks her daughter Caroline (Julia Ormond) to read a diary for her. The author of this diary is Benjamin Button (played by Brad Pitt). Benjamin was born when the First World War ended, but he was born like an old man and was treated as a monster by his father and abandoned in a nursing home. Benjamin lives with the elderly in a nursing home. home. But no one expected that Benjamin would develop in reverse - getting younger as he lived! Maybe ""living younger and younger"" is the dream of some people, but Benjamin, who really grew up like this, had troubles and happiness that others could not understand. Traveling through half a century of world change, Benjamin was among them, feeling feelings that others could not.
                                    
                                Why did my mother let herself read this diary? What is the relationship between Benjamin Button and his mother? Kai Ruolin fell into deep doubts and curiosity.",Drama/Romance/Fantasy,https://www.imdb.com/title/tt0421715,English / Russian / French,166分钟,
215,Invisible Guest Contratiempo,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg,Spain,2017-09-15(中国大陆),Oriol Paul,"['Mario Casas', 'Ana Wagner', 'José Coronado', 'Barbara Lénie', 'Francesco Aurelia', 'Paco Tous', 'David Servas', 'Inigo Gastesi', 'San Yerramos', 'Manel Duviso', 'Blanca Martinez', 'Pere Brazo', 'Jordi Brunette', 'Bobby Gonzalez', 'Martina Hurtado']",8.8,"Adrian (Mario Casas) runs a technology company and has a prosperous career. He has a beautiful and virtuous wife and a lively and lovely daughter at home. He is the envy of others because of his successful career and family. However, the ambitious Adrian did not cherish the hard-won life in front of him. He has always maintained a physical relationship with a female photographer named Laura (Bárbara Lennie).
                                    
                                After a tryst one day, the two drove away from the villa, but there was a car accident on the road. In order to cover up the truth of the incident, the two decided to sink the young man Daniel who died in the car accident to the bottom of the lake together with his car. Later, Laura met a kind old man, who took Laura's broken car home to repair it. However, what Laura didn't expect was that this old man turned out to be Daniel's father.",Drama/Suspense/Thriller/Crime,https://www.imdb.com/title/tt4857264,spanish,106分钟,
